date,artistName,trackName,msPlayed,endTime,tavg,tmin,tmax,prcp,wdir,wspd,pres
2021-01-02,The Misfits Podcast,Spotify Exclusive: why we shouldn't do a podcast with our viewers...,872021,00:43,41.4,39.0,44.1,0.189,191.1,11.6,1011.8
2021-01-02,The Misfits Podcast,Spotify Exclusive: why we shouldn't do a podcast with our viewers...,347434,00:49,41.4,39.0,44.1,0.189,191.1,11.6,1011.8
2021-01-02,Dayseeker,Crooked Soul - Single Version,200420,05:20,41.4,39.0,44.1,0.189,191.1,11.6,1011.8
2021-01-02,YUNGBLUD,acting like that (feat. Machine Gun Kelly),191066,07:48,41.4,39.0,44.1,0.189,191.1,11.6,1011.8
2021-01-02,blackbear,me & ur ghost,201398,07:51,41.4,39.0,44.1,0.189,191.1,11.6,1011.8
2021-01-02,girlfriends,California,163832,07:54,41.4,39.0,44.1,0.189,191.1,11.6,1011.8
2021-01-02,brakence,dropout (w/ blackbear),90073,07:55,41.4,39.0,44.1,0.189,191.1,11.6,1011.8
2021-01-04,The Misfits Podcast,Spotify Exclusive: why we shouldn't do a podcast with our viewers...,1151345,04:44,39.9,35.1,45.0,0.307,142.4,4.5,1009.3
2021-01-04,The Misfits Podcast,#71 - A New Beginning...,0,04:44,39.9,35.1,45.0,0.307,142.4,4.5,1009.3
2021-01-04,Lunch Club Podcast,#25 - Schlatt is an Ebay Scam Artist,21119,04:45,39.9,35.1,45.0,0.307,142.4,4.5,1009.3
2021-01-04,Lunch Club Podcast,#20 - Carson eats his phone,79296,04:46,39.9,35.1,45.0,0.307,142.4,4.5,1009.3
2021-01-04,Kim Dracula,Paparazzi,73770,07:30,39.9,35.1,45.0,0.307,142.4,4.5,1009.3
2021-01-04,YUNGBLUD,charity,896,09:21,39.9,35.1,45.0,0.307,142.4,4.5,1009.3
2021-01-04,YUNGBLUD,superdeadfriends,140816,09:23,39.9,35.1,45.0,0.307,142.4,4.5,1009.3
2021-01-04,YUNGBLUD,charity,55185,09:24,39.9,35.1,45.0,0.307,142.4,4.5,1009.3
2021-01-04,INZO,Overthinker,155690,09:28,39.9,35.1,45.0,0.307,142.4,4.5,1009.3
2021-01-05,GOONS,#22 - The WORST Christmas Present,3505864,01:38,39.2,36.0,43.0,0.0,173.1,6.0,1021.2
2021-01-05,Machine Gun Kelly,bloody valentine,75968,20:06,39.2,36.0,43.0,0.0,173.1,6.0,1021.2
2021-01-05,All Time Low,"Dear Maria, Count Me In",103104,20:49,39.2,36.0,43.0,0.0,173.1,6.0,1021.2
2021-01-05,Sleep Deprived Podcast,Sleep Deprived Podcast #11,1409408,21:12,39.2,36.0,43.0,0.0,173.1,6.0,1021.2
2021-01-05,Sleep Deprived Podcast,Sleep Deprived Podcast #10,886591,21:27,39.2,36.0,43.0,0.0,173.1,6.0,1021.2
2021-01-05,Sleep Deprived Podcast,Sleep Deprived Podcast #10,585386,21:55,39.2,36.0,43.0,0.0,173.1,6.0,1021.2
2021-01-05,Sleep Deprived Podcast,Sleep Deprived Podcast #10,36480,22:10,39.2,36.0,43.0,0.0,173.1,6.0,1021.2
2021-01-06,Eminem,Discombobulated,205610,20:45,41.5,39.0,45.0,0.327,121.2,4.2,1019.4
2021-01-06,All Time Low,"Dear Maria, Count Me In",92672,21:13,41.5,39.0,45.0,0.327,121.2,4.2,1019.4
2021-01-07,Machine Gun Kelly,bloody valentine - Acoustic,0,22:32,38.1,32.0,41.0,0.091,16.5,0.9,1026.9
2021-01-07,All Time Low,"Dear Maria, Count Me In",39445,22:32,38.1,32.0,41.0,0.091,16.5,0.9,1026.9
2021-01-07,Machine Gun Kelly,Misery Business,125951,22:34,38.1,32.0,41.0,0.091,16.5,0.9,1026.9
2021-01-09,All Time Low,"Dear Maria, Count Me In",156470,09:42,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,Ansel Elgort,Supernova,191493,23:17,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,dempsey hope,roller rink,165093,23:20,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,YUNGBLUD,parents,171880,23:22,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,salem ilese,Mad at Disney,136838,23:25,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,Machine Gun Kelly,concert for aliens,160222,23:27,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,YUNGBLUD,acting like that (feat. Machine Gun Kelly),191066,23:31,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,blackbear,queen of broken hearts,171171,23:33,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,Call Me Karizma,Art Hoe,193125,23:37,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,Machine Gun Kelly,my ex's best friend (with blackbear),139460,23:39,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,24kGoldn,CITY OF ANGELS (feat. YUNGBLUD) - YUNGBLUD Remix,177138,23:42,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-09,Jack Kays,BOTTOM OF THE BOTTLE,51230,23:43,36.3,30.9,39.9,0.0,108.5,1.4,1031.1
2021-01-10,Sleep Deprived Podcast,Sleep Deprived Podcast #12,205190,03:58,35.8,30.9,41.0,0.0,20.3,1.2,1027.6
2021-01-10,Kayden,mr. nice guy,220500,23:12,35.8,30.9,41.0,0.0,20.3,1.2,1027.6
2021-01-10,Christian French,i think too much,202779,23:16,35.8,30.9,41.0,0.0,20.3,1.2,1027.6
2021-01-10,Machine Gun Kelly,can't look back,130312,23:18,35.8,30.9,41.0,0.0,20.3,1.2,1027.6
2021-01-10,Machine Gun Kelly,my ex's best friend (with blackbear),139460,23:20,35.8,30.9,41.0,0.0,20.3,1.2,1027.6
2021-01-10,blackbear,i feel bad,93619,23:22,35.8,30.9,41.0,0.0,20.3,1.2,1027.6
2021-01-11,blackbear,i feel bad,1493,19:19,39.0,36.0,44.1,0.039,3.1,1.2,1023.7
2021-01-12,blackbear,i feel bad,1770,19:48,43.3,37.9,48.0,0.63,148.7,6.5,1013.0
2021-01-12,Machine Gun Kelly,title track,165967,23:59,43.3,37.9,48.0,0.63,148.7,6.5,1013.0
2021-01-13,Machine Gun Kelly,banyan tree - interlude,55505,00:00,43.2,33.1,53.1,0.217,229.2,16.2,1017.5
2021-01-13,Machine Gun Kelly,can't look back,130312,07:00,43.2,33.1,53.1,0.217,229.2,16.2,1017.5
2021-01-13,Machine Gun Kelly,lonely,362029,07:06,43.2,33.1,53.1,0.217,229.2,16.2,1017.5
2021-01-13,Machine Gun Kelly,hangover cure,11661,07:06,43.2,33.1,53.1,0.217,229.2,16.2,1017.5
2021-01-14,Ricky Montgomery,Mr Loverman,16230,03:48,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Machine Gun Kelly,can't look back,105860,03:50,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,All Time Low,"Dear Maria, Count Me In",163740,07:07,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,All Time Low,"Dear Maria, Count Me In",16370,07:46,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,All Time Low,"Dear Maria, Count Me In",1420,07:47,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Annisokay,The Cocaines Got Your Tongue,38060,07:47,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Akano,"Lifelight (From ""Super Smash Bros. Ultimate"")",840,07:47,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,AmaLee,Lifelight (from “Super Smash Bros. Ultimate”),156180,10:20,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Eminem,Discombobulated,70912,21:37,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Eminem,She Loves Me,11957,21:37,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Eminem,She Loves Me,22741,21:40,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,All Time Low,"Dear Maria, Count Me In",182826,21:43,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,All Time Low,"Dear Maria, Count Me In",2517,21:43,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,grandson,Blood // Water,214520,21:47,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Bring Me The Horizon,MANTRA,10666,21:47,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Eminem,Discombobulated,252578,23:35,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Eminem,Alfred - Interlude,30133,23:36,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-14,Eminem,Lock It Up (feat. Anderson .Paak),24746,23:36,32.9,26.1,43.0,0.0,10.4,0.9,1035.6
2021-01-15,Jack Kays,MY HEAD :(,86186,09:40,31.1,26.2,37.2,0.0,124.2,3.0,1030.6
2021-01-16,YUNGBLUD,acting like that (feat. Machine Gun Kelly),191066,06:43,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,TELLE,Too Hard on Myself,186000,06:46,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,YUNGBLUD,parents,171880,06:49,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,Louis The Child,Fire,205617,06:53,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,YUNGBLUD,superdeadfriends,140816,06:55,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,Jack Kays,BOTTOM OF THE BOTTLE,152500,06:58,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,Machine Gun Kelly,can't look back,130312,07:00,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,24kGoldn,CITY OF ANGELS (feat. YUNGBLUD) - YUNGBLUD Remix,177138,07:03,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,Jack Kays,GIN N JUICE,79228,07:55,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,Bring Me The Horizon,Kingslayer (feat. BABYMETAL),220041,08:04,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,Caskets,Falling Apart,273257,08:09,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,Siamese,Can't Force the Love,250518,08:13,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,I Prevail,Paranoid,144546,08:15,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,The Word Alive,ANOTHER YEAR IN THE SHADOWS,213960,08:19,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,Speech Patterns,Were You Nervous?,109776,10:06,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,YUNGBLUD,acting like that (feat. Machine Gun Kelly),981,23:45,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,YUNGBLUD,"god save me, but don't drown me out",17749,23:45,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-16,YUNGBLUD,"god save me, but don't drown me out",75029,23:46,37.0,34.0,41.0,0.0,122.3,1.1,1031.5
2021-01-17,YUNGBLUD,"god save me, but don't drown me out",142494,15:42,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,charity,219753,15:45,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,weird!,183501,15:48,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,superdeadfriends,140816,15:51,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,acting like that (feat. Machine Gun Kelly),191066,15:54,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,the freak show,267645,15:58,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,ice cream man,192533,16:01,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,teresa,204212,16:05,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,it's quiet in beverly hills,24983,16:05,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,title track,165967,16:08,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,play this when i'm gone,8657,16:08,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,play this when i'm gone,144106,16:11,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,concert for aliens,160222,16:13,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,bloody valentine - Acoustic,19886,16:16,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,all I know (feat. Trippie Redd),129142,16:16,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,my ex's best friend (with blackbear),139460,16:18,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,jawbreaker,117579,16:20,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,body bag (feat. YUNGBLUD & Bert McCracken of The Used),170074,16:23,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,lonely,190142,16:31,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,nothing inside (feat. iann dior),172234,16:34,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,bloody valentine,205158,16:38,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,banyan tree - interlude,23974,16:39,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,WWIII,59739,16:39,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Ansel Elgort,Supernova,191493,16:42,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Jack Kays,BOTTOM OF THE BOTTLE,152500,16:45,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Kayden,mr. nice guy,220500,16:49,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,girlfriends,California,163832,16:51,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,BØRNS,Electric Love - Oliver Remix,253880,16:56,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,cotton candy,167365,16:58,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,YUNGBLUD,superdeadfriends,140816,17:01,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,Misery Business,201176,17:04,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,contradash,white lie,162241,17:07,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,MOD SUN,Karma,159393,17:09,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,my ex's best friend (with blackbear),139460,17:12,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Juice WRLD,Come & Go (with Marshmello),205484,17:15,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,iann dior,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),5333,17:16,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,24kGoldn,CITY OF ANGELS (feat. YUNGBLUD) - YUNGBLUD Remix,53113,17:16,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,24kGoldn,CITY OF ANGELS (feat. YUNGBLUD) - YUNGBLUD Remix,703,17:16,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Juice WRLD,Come & Go (with Marshmello),661,17:16,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Ansel Elgort,Thief,29482,17:19,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,iann dior,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),469,17:19,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,24kGoldn,CITY OF ANGELS (feat. YUNGBLUD) - YUNGBLUD Remix,146218,17:19,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Gnat,240762,17:23,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Lock It Up (feat. Anderson .Paak),10620,17:24,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Discombobulated,130218,17:26,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Discombobulated,104085,17:28,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,The Word Alive,MONOMANIA,238680,17:32,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Architects,Black Lungs,61833,17:33,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Yelawolf,Change,2325,17:36,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Yelawolf,Heartbreak,4266,17:36,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Yelawolf,Best Friend,203370,17:36,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Yelawolf,Till It's Gone,10325,17:36,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Yelawolf,Rowdy,144597,17:39,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Bad Omens,The Hell I Overcame,20800,17:39,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,blessthefall,Wishful Sinking,219882,17:43,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,dempsey hope,roller rink,165093,17:46,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,blackbear,me & ur ghost,2406,17:46,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,blackbear,me & ur ghost,198984,18:25,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Ansel Elgort,Thief,220680,18:28,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,iann dior,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),144000,18:31,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,MOD SUN,Karma,159393,18:33,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Jez Dior,Running Away,0,18:33,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,RAP DEVIL,286117,18:38,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Alfred - Intro,0,18:39,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Alfred - Intro,17074,18:40,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Black Magic (feat. Skylar Grey),174863,18:42,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Alfred’s Theme,339345,19:05,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Tone Deaf,290136,19:10,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Book of Rhymes (feat. DJ Premier),289914,19:15,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Eminem,Favorite Bitch (feat. Ty Dolla $ign),55427,19:20,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,All Time Low,Monsters (feat. blackbear),8874,19:33,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,All Time Low,"Dear Maria, Count Me In",182826,19:36,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Mayday Parade,Jamie All Over,25355,19:36,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,BOY $COUT GATSBY,Let Me In,183255,19:40,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,Misery Business,166336,19:45,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Paramore,Misery Business,164842,19:47,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,Machine Gun Kelly,Misery Business,108117,19:49,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,The Misfits Podcast,#117 - WE FILMED A MUSIC VIDEO,2098240,22:41,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-17,The Misfits Podcast,#117 - WE FILMED A MUSIC VIDEO,904064,23:09,36.7,36.0,37.9,0.063,295.4,2.9,1027.1
2021-01-18,Machine Gun Kelly,jawbreaker,4480,19:20,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-18,Machine Gun Kelly,Misery Business,201176,19:24,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-18,Machine Gun Kelly,play this when i'm gone,126110,19:26,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-18,The Misfits Podcast,#119 - 2021'S GONNA BE LIT,541506,23:02,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-18,Machine Gun Kelly,lonely,277,23:21,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-18,Machine Gun Kelly,lonely,190142,23:25,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-18,Machine Gun Kelly,WWIII,59739,23:26,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-18,Machine Gun Kelly,can't look back,130312,23:28,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-18,Machine Gun Kelly,my ex's best friend (with blackbear),139460,23:30,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-18,Machine Gun Kelly,all I know (feat. Trippie Redd),59857,23:31,34.0,28.0,39.0,0.0,348.1,1.6,1033.2
2021-01-19,YUNGBLUD,"god save me, but don't drown me out",217510,00:05,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,YUNGBLUD,strawberry lipstick,16726,00:08,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,YUNGBLUD,acting like that (feat. Machine Gun Kelly),191066,00:08,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,YUNGBLUD,acting like that (feat. Machine Gun Kelly),191066,00:11,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,YUNGBLUD,mars,181837,00:14,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,YUNGBLUD,teresa,12095,00:15,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,YUNGBLUD,love song,21722,00:15,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,Machine Gun Kelly,can't look back,84991,00:17,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,Machine Gun Kelly,can't look back,12885,15:51,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,Machine Gun Kelly,can't look back,103104,16:16,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,Machine Gun Kelly,can't look back,3690,16:20,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,The Misfits Podcast,#120 - the misfits are cancelled,160874,16:42,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,The Misfits Podcast,#120 - the misfits are cancelled,3154368,21:37,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,The Misfits Podcast,#120 - the misfits are cancelled,398334,21:44,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,Machine Gun Kelly,kevin and barracuda - interlude,7597,23:12,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,Machine Gun Kelly,can't look back,130312,23:12,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-19,Machine Gun Kelly,bloody valentine,89480,23:13,30.7,25.0,37.0,0.0,359.9,1.4,1032.8
2021-01-20,YUNGBLUD,love song,725,17:59,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,the freak show,6293,17:59,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,the freak show,267645,18:05,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,love song,240206,18:09,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,acting like that (feat. Machine Gun Kelly),191066,18:13,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,teresa,204212,18:16,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,superdeadfriends,140816,18:18,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,mars,68346,18:19,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Jack Kays,MY HEAD :(,14870,18:58,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Riff Raff,Tip Toe 4,8030,20:57,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Jack Kays,MY HEAD :(,8190,20:57,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,acting like that (feat. Machine Gun Kelly),191066,21:00,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,weird!,183501,21:03,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,the freak show,267645,21:07,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,mars,4055,21:08,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,cotton candy,910,21:08,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,it's quiet in beverly hills,1450,21:08,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,ice cream man,8250,21:08,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,"god save me, but don't drown me out",840,21:08,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Machine Gun Kelly,can't look back,47180,21:09,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,YUNGBLUD,mars,10688,22:09,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Machine Gun Kelly,title track,165967,22:11,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Machine Gun Kelly,kevin and barracuda - interlude,83297,22:13,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Machine Gun Kelly,all I know (feat. Trippie Redd),47185,22:14,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Machine Gun Kelly,all I know (feat. Trippie Redd),81956,22:18,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Machine Gun Kelly,drunk face,11410,22:20,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Machine Gun Kelly,drunk face,9770,23:10,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Vin Jay,Vibe,155915,23:13,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
2021-01-20,Chris Webby,Rookie Of The Year,221379,23:16,32.2,28.0,37.0,0.0,2.7,0.3,1022.1
